Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WSeed,LSeed,Win,SeedDiff,WScore_Rolling_7,LScore_Rolling_7,Win_Pct_Rolling_7,win
2017,144,1458,83,1196,84,N,1,28,62,8,22,20,28,14,20,10,12,4,7,24,28,62,7,17,20,28,11,25,14,16,8,2,26,8,4,1,-4,,,,0
2017,144,1417,75,1246,86,N,0,31,63,10,23,14,17,10,19,18,6,5,5,17,31,63,9,23,8,17,8,20,16,13,3,5,19,3,2,1,-1,,,,0
2017,144,1139,80,1314,92,N,0,31,57,9,24,21,33,10,28,22,10,7,1,21,31,57,8,28,18,33,8,18,13,9,5,1,23,4,1,1,-3,,,,0
2017,144,1124,50,1376,70,N,0,23,50,8,20,16,23,11,29,12,16,7,6,20,23,50,3,13,13,23,15,22,11,16,6,3,20,3,7,1,4,,,,0
2017,145,1462,59,1211,83,N,0,29,61,12,24,13,25,11,30,15,10,7,6,19,29,61,2,16,13,25,13,28,6,11,4,3,22,11,1,1,-10,,,,0
2017,145,1242,60,1332,74,N,0,29,57,11,25,5,7,9,27,12,13,5,8,13,29,57,5,25,13,7,12,20,14,8,4,1,13,1,3,1,2,,,,0
2017,146,1246,73,1314,75,N,0,27,58,3,15,18,26,13,31,17,16,7,9,18,27,58,7,19,12,26,11,23,16,9,7,2,19,2,1,1,-1,,,,0
2017,146,1196,70,1376,77,N,0,26,53,2,10,23,31,11,23,7,11,4,2,17,26,53,7,26,13,31,13,18,11,16,7,5,21,4,7,1,3,,,,0
2017,152,1376,73,1211,77,N,0,29,60,9,19,10,13,10,31,15,12,3,8,21,29,60,7,20,16,13,13,23,12,5,7,6,14,7,1,1,-6,,,,0
2017,152,1332,76,1314,77,N,0,25,68,8,21,19,27,17,26,16,11,7,3,22,25,68,7,26,25,27,12,31,7,16,5,7,20,3,1,1,-2,,,,0
2017,154,1211,65,1314,71,N,0,26,73,4,27,15,26,15,31,15,4,7,8,22,26,73,8,19,17,26,12,37,11,14,2,5,22,1,1,1,0,,,,0
2018,134,1254,61,1347,71,N,0,28,59,6,17,9,13,8,30,17,15,6,2,23,28,59,7,26,16,13,6,26,13,15,3,0,19,16,16,1,0,,,,0
2018,134,1417,58,1382,65,N,0,23,60,4,19,15,21,7,24,7,6,11,0,14,23,60,10,30,6,21,7,34,13,20,1,6,18,11,11,1,0,,,,0
2018,135,1113,56,1393,60,N,0,20,49,7,20,13,23,10,27,10,11,5,2,16,20,49,11,32,3,23,8,26,19,11,5,3,19,11,11,1,0,,,,0
2018,135,1300,46,1411,64,N,0,21,57,6,24,16,19,13,28,9,14,7,8,12,21,57,0,14,4,19,20,23,10,15,5,2,18,16,16,1,0,,,,0
2018,136,1439,83,1104,86,N,0,30,50,8,18,18,27,10,16,19,17,3,3,18,30,50,9,18,14,27,10,12,14,14,7,1,22,8,9,1,1,,,,0
2018,136,1112,68,1138,89,N,0,34,62,15,30,6,7,8,24,13,10,4,2,15,34,62,2,18,8,7,12,19,13,9,4,3,11,4,13,1,9,,,,0
2018,136,1233,67,1181,89,N,0,36,67,13,30,4,8,14,25,24,12,5,2,12,36,67,5,24,10,8,10,19,16,10,5,2,16,15,2,1,-13,,,,0
2018,136,1382,62,1196,77,N,0,27,65,10,32,13,18,9,26,19,9,11,4,21,27,65,3,19,25,18,6,33,10,18,6,3,19,11,6,1,-5,,,,0
2018,136,1422,64,1211,68,N,0,25,59,5,23,13,25,10,27,7,10,5,2,14,25,59,3,22,5,25,13,28,7,13,4,1,22,13,4,1,-9,,,,0
2018,136,1361,65,1222,67,N,0,22,59,5,13,18,24,7,32,5,7,3,1,25,22,59,4,16,21,24,11,33,11,12,4,5,19,11,6,1,-5,,,,0
2018,136,1335,60,1242,76,N,0,27,61,7,17,15,17,8,33,11,8,8,6,14,27,61,11,29,5,17,5,28,16,11,4,2,13,16,1,1,-15,,,,0
2018,136,1172,73,1246,78,N,0,26,51,0,6,26,32,6,30,11,10,6,3,19,26,51,11,33,14,32,8,20,12,9,2,2,22,12,5,1,-7,,,,0
2018,136,1274,62,1260,64,N,0,26,55,8,21,4,9,8,19,19,10,6,3,14,26,55,4,9,8,9,9,24,11,16,7,7,13,6,11,1,5,,,,0
2018,136,1285,47,1276,61,N,0,21,47,5,16,14,22,5,31,11,14,4,3,14,21,47,3,15,8,22,8,25,7,12,7,2,21,14,3,1,-11,,,,0
2018,136,1355,73,1326,81,N,0,27,72,12,40,15,19,15,32,15,9,10,2,15,27,72,13,31,12,19,8,31,8,13,3,2,15,12,5,1,-7,,,,0
2018,136,1328,78,1348,83,N,1,30,77,11,28,12,20,15,26,16,6,4,5,17,30,77,4,20,16,20,17,37,12,14,4,5,18,10,7,1,-3,,,,0
2018,136,1301,83,1371,94,N,0,28,58,7,21,31,39,11,29,12,7,6,2,23,28,58,11,30,16,39,11,23,14,10,4,0,30,9,8,1,-1,,,,0
2018,136,1460,47,1397,73,N,0,27,60,5,18,14,16,13,31,13,12,6,6,17,27,60,4,21,5,16,11,21,9,13,5,2,17,14,3,1,-11,,,,0
2018,136,1372,60,1403,70,N,0,25,54,4,16,16,24,9,32,14,13,5,6,21,25,54,5,14,19,24,5,26,9,13,10,3,23,14,3,1,-11,,,,0
2018,136,1347,61,1437,87,N,0,31,52,14,27,11,14,7,27,20,13,7,5,16,31,52,8,24,13,14,14,17,10,13,6,3,17,16,1,1,-15,,,,0
2018,137,1158,58,1120,62,N,0,21,59,5,24,15,32,12,24,10,12,10,4,18,21,59,5,22,7,32,6,34,10,21,6,0,23,13,4,1,-9,,,,0
2018,137,1116,62,1139,79,N,0,29,59,11,26,10,12,11,34,15,14,5,0,20,29,59,4,18,18,12,5,20,9,7,6,6,14,7,10,1,3,,,,0
2018,137,1209,53,1153,68,N,0,24,62,9,30,11,14,20,26,14,8,7,3,10,24,62,8,27,3,14,6,20,3,9,6,5,15,15,2,1,-13,,,,0
2018,137,1308,68,1155,79,N,0,33,59,6,14,7,9,3,28,11,8,6,4,18,33,59,9,25,11,9,8,25,16,11,3,1,13,12,5,1,-7,,,,0
2018,137,1281,54,1199,67,N,0,21,49,7,15,18,31,5,30,18,11,9,6,18,21,49,8,24,14,31,6,30,8,16,5,4,21,8,9,1,1,,,,0
2018,137,1166,59,1243,69,N,0,23,50,9,19,14,25,7,28,12,11,6,5,11,23,50,9,34,4,25,17,28,12,13,6,3,21,8,9,1,1,,,,0
2018,137,1455,75,1267,81,N,0,28,60,9,23,16,22,7,23,11,9,12,4,15,28,60,8,29,13,22,16,28,17,15,4,1,18,4,13,1,9,,,,0
2018,137,1137,78,1277,82,N,0,31,58,5,17,15,22,11,29,21,10,4,6,22,31,58,11,20,21,22,7,21,13,8,3,1,23,14,3,1,-11,,,,0
2018,137,1400,83,1305,87,N,1,32,63,11,29,12,20,5,29,18,7,2,6,17,32,63,11,24,10,20,12,30,12,9,4,4,16,10,7,1,-3,,,,0
2018,137,1252,66,1314,84,N,0,31,60,9,22,13,18,10,37,19,18,8,2,17,31,60,7,28,13,18,6,23,14,13,9,2,18,15,2,1,-13,,,,0
2018,137,1168,48,1345,74,N,0,23,59,9,22,19,27,12,32,10,9,5,4,18,23,59,4,18,8,27,5,29,7,17,3,5,24,15,2,1,-13,,,,0
2018,137,1395,52,1393,57,N,0,21,57,3,14,12,15,12,25,8,7,6,5,18,21,57,3,17,11,15,8,26,14,13,3,4,16,6,11,1,5,,,,0
2018,137,1344,69,1401,73,N,0,26,52,6,16,15,26,11,33,13,14,2,8,13,26,52,6,20,9,26,5,21,17,6,5,0,23,10,7,1,-3,,,,0
2018,137,1438,54,1420,74,N,0,26,48,12,24,10,14,4,29,16,12,2,0,13,26,48,4,22,4,14,5,17,5,7,8,1,16,1,16,1,15,,,,0
2018,137,1293,68,1452,85,N,0,32,62,4,11,17,24,14,19,18,8,9,4,23,32,62,7,23,19,24,14,22,12,16,5,6,23,12,5,1,-7,,,,0
2018,137,1411,83,1462,102,N,0,35,64,11,24,21,32,10,32,19,13,6,10,22,35,64,8,25,23,32,9,22,12,11,10,3,21,16,1,1,-15,,,,0
2018,138,1348,62,1181,87,N,0,29,51,10,21,19,24,9,27,20,14,5,1,15,29,51,7,19,5,24,13,16,15,13,5,2,19,7,2,1,-5,,,,0
2018,138,1326,84,1211,90,N,0,31,58,9,22,19,31,13,26,15,13,5,4,22,31,58,11,26,13,31,8,17,12,12,6,2,24,5,4,1,-1,,,,0
2018,138,1371,79,1242,83,N,0,28,56,9,21,18,26,9,23,18,11,7,3,16,28,56,10,24,11,26,15,24,9,15,3,3,24,8,1,1,-7,,,,0
2018,138,1138,75,1246,95,N,0,36,64,7,15,16,23,13,29,16,13,6,4,20,36,64,7,31,16,23,14,16,8,10,4,1,21,13,5,1,-8,,,,0
2018,138,1397,62,1260,63,N,0,22,44,8,20,11,16,5,22,17,10,3,1,13,22,44,9,25,3,16,6,18,15,7,8,2,17,3,11,1,8,,,,0
2018,138,1222,63,1276,64,N,0,21,59,8,30,14,20,10,28,13,7,4,5,22,21,59,7,18,16,20,10,31,8,10,3,2,19,6,3,1,-3,,,,0
2018,138,1196,66,1403,69,N,0,28,63,6,15,7,14,13,26,17,8,4,5,14,28,63,6,22,10,14,13,26,11,11,5,9,18,6,3,1,-3,,,,0
2018,138,1104,58,1437,81,N,0,25,63,17,41,14,16,13,22,18,10,6,5,21,25,63,4,16,14,16,9,24,13,15,7,3,13,9,1,1,-8,,,,0
2018,139,1120,53,1155,84,N,0,29,61,10,26,16,23,9,41,19,7,4,6,16,29,61,7,32,12,23,7,25,9,6,4,3,19,4,5,1,1,,,,0
2018,139,1462,70,1199,75,N,0,24,55,8,23,19,22,10,22,7,14,10,4,23,24,55,5,13,19,22,12,21,11,18,6,2,22,1,9,1,8,,,,0
2018,139,1420,43,1243,50,N,0,18,44,1,12,13,18,5,30,4,18,13,2,17,18,44,6,22,9,18,6,22,6,17,11,2,17,16,9,1,-7,,,,0
2018,139,1153,73,1305,75,N,0,30,61,6,18,9,16,8,25,13,2,5,0,15,30,61,5,17,14,16,15,29,13,7,1,3,16,2,7,1,5,,,,0
2018,139,1139,73,1345,76,N,0,26,52,11,24,13,18,11,19,12,10,3,3,15,26,52,6,20,13,18,9,19,12,8,5,3,20,10,2,1,-8,,,,0
2018,139,1277,53,1393,55,N,0,15,42,1,8,24,31,7,23,3,12,5,6,20,15,42,8,37,11,31,29,22,11,14,4,2,22,3,11,1,8,,,,0
2018,139,1314,65,1401,86,N,0,31,60,10,24,14,21,7,43,17,14,5,8,13,31,60,6,31,7,21,9,27,17,6,7,0,20,2,7,1,5,,,,0
2018,139,1267,71,1452,94,N,0,33,66,12,25,16,18,15,25,19,16,9,4,22,33,66,12,26,15,18,10,14,18,18,8,3,16,13,5,1,-8,,,,0
2018,143,1211,60,1199,75,N,0,27,58,6,20,15,22,10,30,19,13,8,9,22,27,58,5,20,15,22,14,28,7,13,5,2,16,4,9,1,5,,,,0
2018,143,1246,58,1243,61,N,0,19,54,9,22,14,22,11,18,12,10,11,2,30,19,54,3,12,23,22,11,27,6,15,5,3,21,5,9,1,4,,,,0
2018,143,1305,68,1260,69,N,0,29,52,5,13,6,8,6,26,15,16,6,1,13,29,52,7,27,13,8,7,17,8,10,10,5,13,7,11,1,4,,,,0
2018,143,1401,72,1276,99,N,0,39,63,14,24,7,8,4,24,21,7,12,0,15,39,63,3,15,5,8,12,21,13,14,4,4,12,7,3,1,-4,,,,0
2018,144,1393,65,1181,69,N,0,22,56,5,26,20,28,16,17,13,7,8,2,16,22,56,4,13,11,28,14,23,12,16,3,1,19,11,2,1,-9,,,,0
2018,144,1155,76,1242,80,N,0,28,60,10,22,14,22,12,26,14,13,4,5,22,28,60,6,20,14,22,14,25,11,12,6,4,18,5,1,1,-4,,,,0
2018,144,1345,65,1403,78,N,0,28,59,5,17,17,18,11,23,15,11,5,5,12,28,59,7,18,6,18,9,21,8,17,5,2,19,2,3,1,1,,,,0
2018,144,1452,78,1437,90,N,0,27,54,13,24,23,27,7,29,16,16,5,5,20,27,54,7,28,17,27,16,23,12,12,10,5,28,5,1,1,-4,,,,0
2018,145,1243,62,1260,78,N,0,27,47,9,18,15,18,4,32,17,15,2,2,15,27,47,6,26,10,18,11,17,9,6,7,2,19,9,11,1,2,,,,0
2018,145,1199,54,1276,58,N,0,19,49,4,22,16,24,9,25,8,11,6,4,16,19,49,4,17,18,24,10,26,6,15,6,7,23,9,3,1,-6,,,,0
2018,146,1181,81,1242,85,N,1,30,69,13,36,12,15,17,30,20,18,5,3,14,30,69,7,29,14,15,10,22,13,11,9,3,16,2,1,1,-1,,,,0
2018,146,1403,59,1437,71,N,0,19,57,4,24,29,35,20,31,7,12,6,4,17,19,57,5,20,14,35,11,22,7,9,4,1,23,3,1,1,-2,,,,0
2018,152,1260,57,1276,69,N,0,25,59,7,28,12,18,11,25,8,11,10,2,11,25,59,1,10,12,18,6,26,6,17,5,1,17,11,3,1,-8,,,,0
2018,152,1242,79,1437,95,N,0,36,65,18,40,5,7,7,26,20,10,3,5,14,36,65,7,21,16,7,10,23,8,9,5,1,12,1,1,1,0,,,,0
2018,154,1276,62,1437,79,N,0,27,57,10,27,15,20,12,26,7,12,5,3,18,27,57,3,23,11,20,6,21,6,10,6,1,20,3,1,1,-2,,,,0
2019,134,1396,70,1125,81,N,0,28,53,9,23,16,21,3,30,15,11,6,4,12,28,53,7,22,7,21,15,24,13,11,7,1,22,11,11,1,0,,,,0
2019,134,1341,76,1192,82,N,0,30,55,9,21,13,19,13,27,12,17,1,8,10,30,55,15,28,5,19,10,17,17,12,9,1,19,16,16,1,0,,,,0
2019,135,1385,65,1113,74,N,0,22,49,5,12,25,33,6,36,12,21,5,2,18,22,49,8,31,13,33,16,27,9,16,11,1,22,11,11,1,0,,,,0
2019,135,1300,74,1295,78,N,0,25,52,9,20,19,24,8,21,12,6,0,3,14,25,52,9,21,17,24,15,23,17,9,0,2,20,16,16,1,0,,,,0
2019,136,1308,77,1120,78,N,0,26,57,12,31,14,21,6,18,13,10,9,2,24,26,57,7,25,20,21,11,28,14,16,6,2,19,12,5,1,-7,,,,0
2019,136,1393,69,1124,78,N,0,28,52,16,34,6,9,9,22,20,12,7,4,17,28,52,12,29,15,9,11,17,12,13,5,4,14,8,9,1,1,,,,0
2019,136,1305,61,1196,70,N,0,24,53,5,18,17,22,10,21,10,11,8,5,19,24,53,5,24,18,22,19,21,4,14,7,5,21,7,10,1,3,,,,0
2019,136,1436,69,1199,76,N,0,21,55,3,12,31,37,12,27,6,7,9,4,18,21,55,16,32,7,37,7,26,9,16,2,3,27,13,4,1,-9,,,,0
2019,136,1192,49,1211,87,N,0,34,64,9,21,10,16,15,32,22,11,9,6,20,34,64,6,21,13,16,10,20,8,17,7,4,14,16,1,1,-15,,,,0
2019,136,1318,53,1242,87,N,0,34,61,8,22,11,12,10,35,12,12,6,4,19,34,61,6,28,15,12,9,18,7,10,8,3,12,13,4,1,-9,,,,0
2019,136,1101,44,1246,79,N,0,30,56,4,14,15,19,14,30,10,12,5,1,18,30,56,5,23,5,19,3,14,9,10,9,3,16,15,2,1,-13,,,,0
2019,136,1463,74,1261,79,N,0,28,61,4,17,19,28,12,34,12,11,7,6,11,28,61,8,37,12,28,12,26,8,9,5,5,16,14,3,1,-11,,,,0
2019,136,1125,77,1268,79,N,0,30,69,6,22,13,20,15,26,12,5,3,4,18,30,69,9,28,14,20,10,27,14,5,2,4,16,11,6,1,-5,,,,0
2019,136,1285,55,1276,74,N,0,25,51,5,17,19,24,6,33,15,12,6,1,14,25,51,6,24,9,24,8,22,10,10,8,3,19,15,2,1,-13,,,,0
2019,136,1133,65,1277,76,N,0,23,54,5,19,25,26,8,28,9,9,3,5,18,23,54,9,21,12,26,3,23,12,10,3,3,22,15,2,1,-13,,,,0
2019,136,1257,76,1278,86,N,0,29,58,11,27,17,26,11,24,10,5,2,3,15,29,58,9,26,15,26,9,26,16,5,2,0,22,7,10,1,3,,,,0
2019,136,1266,64,1293,83,N,0,30,56,9,18,14,24,8,34,23,12,6,5,14,30,56,8,31,8,24,19,25,6,12,9,5,20,5,12,1,7,,,,0
2019,136,1330,48,1345,61,N,0,20,53,9,30,12,18,9,36,12,11,4,2,12,20,53,6,25,6,18,13,28,4,9,7,5,20,14,3,1,-11,,,,0
2019,136,1388,57,1437,61,N,0,24,49,8,20,5,9,5,24,11,7,3,3,7,24,49,8,22,3,9,10,23,9,8,3,3,13,11,6,1,-5,,,,0
2019,136,1371,68,1459,84,N,0,26,54,13,28,19,23,6,20,11,9,3,4,14,26,54,9,27,9,23,11,21,12,13,4,3,19,10,7,1,-3,,,,0
2019,137,1113,74,1138,91,N,0,31,60,10,27,19,26,13,29,15,15,7,1,20,31,60,3,22,19,26,6,20,12,11,9,4,22,11,6,1,-5,,,,0
2019,137,1295,62,1181,85,N,0,33,65,8,19,11,17,8,30,14,6,6,7,14,33,65,8,29,12,17,6,28,7,13,1,2,17,16,1,1,-15,,,,0
2019,137,1209,55,1222,84,N,0,33,64,8,29,10,13,13,38,22,11,3,5,14,33,64,6,23,13,13,7,20,5,7,6,1,11,14,3,1,-11,,,,0
2019,137,1153,72,1234,79,N,0,29,53,11,22,10,16,7,26,15,14,1,1,15,29,53,6,27,10,16,12,20,9,7,4,2,18,7,10,1,3,,,,0
2019,137,1280,76,1251,80,N,0,24,52,12,25,20,25,7,21,16,10,4,1,15,24,52,8,22,18,25,8,24,11,12,7,8,22,5,12,1,7,,,,0
2019,137,1233,73,1314,88,N,0,35,75,7,22,11,15,20,32,16,12,3,0,16,35,75,15,41,14,15,2,24,11,12,6,1,14,16,1,1,-15,,,,0
2019,137,1235,59,1326,62,N,0,23,58,5,20,11,14,12,26,12,11,7,2,12,23,58,6,22,7,14,6,25,9,12,9,2,15,6,11,1,5,,,,0
2019,137,1279,72,1328,95,N,0,34,59,6,13,21,26,6,25,15,4,10,2,13,34,59,11,31,3,26,8,22,16,11,1,2,24,8,9,1,1,,,,0
2019,137,1458,54,1332,72,N,0,28,51,7,15,9,11,6,28,12,12,6,5,14,28,51,6,30,8,11,16,19,9,13,8,1,15,5,12,1,7,,,,0
2019,137,1159,70,1397,77,N,0,30,64,9,26,8,11,12,23,13,8,7,5,12,30,64,15,29,5,11,8,23,10,13,3,1,15,15,2,1,-13,,,,0
2019,137,1297,57,1403,72,N,0,28,53,6,17,10,17,2,29,18,11,7,8,9,28,53,5,22,6,17,12,27,11,17,6,3,17,14,3,1,-11,,,,0
2019,137,1243,64,1414,70,N,0,22,50,9,23,17,19,8,25,10,14,9,1,13,22,50,8,27,12,19,13,21,10,13,5,1,18,4,13,1,9,,,,0
2019,137,1433,58,1416,73,N,0,28,57,9,14,8,11,10,32,12,15,6,6,14,28,57,6,26,14,11,13,21,6,12,8,3,16,8,9,1,1,,,,0
2019,137,1205,56,1438,71,N,0,28,54,7,23,8,13,12,23,12,15,10,3,9,28,54,9,23,3,13,5,16,10,16,5,2,16,16,1,1,-15,,,,0
2019,137,1387,52,1439,66,N,0,20,48,4,10,22,27,5,24,10,11,9,0,14,20,48,4,23,10,27,11,25,6,18,6,4,23,13,4,1,-9,,,,0
2019,137,1429,61,1449,78,N,0,25,51,10,17,18,21,7,22,14,15,10,6,18,25,51,7,20,16,21,15,20,13,21,3,4,18,8,9,1,1,,,,0
2019,138,1242,75,1120,89,N,0,32,61,13,30,12,15,6,21,17,7,9,3,21,32,61,6,19,15,15,13,25,13,16,4,1,17,4,5,1,1,,,,0
2019,138,1293,62,1199,90,N,0,36,71,11,27,7,9,15,30,21,12,11,6,16,36,71,7,18,15,9,13,20,7,13,8,2,8,12,4,1,-8,,,,0
2019,138,1124,71,1211,83,N,0,31,57,7,20,14,21,13,26,19,11,6,7,21,31,57,4,21,17,21,12,15,10,10,6,3,20,9,1,1,-8,,,,0
2019,138,1459,56,1246,62,N,0,21,52,3,13,17,20,11,25,9,9,7,1,13,21,52,8,27,6,20,9,21,10,9,3,2,17,7,2,1,-5,,,,0
2019,138,1268,67,1261,69,N,0,24,65,7,24,14,16,10,24,12,10,6,4,16,24,65,9,28,16,16,14,28,12,12,6,7,13,6,3,1,-3,,,,0
2019,138,1196,49,1276,64,N,0,24,57,7,21,9,12,11,31,13,10,5,3,10,24,57,9,26,2,12,5,24,11,9,5,0,13,10,2,1,-8,,,,0
2019,138,1278,50,1277,70,N,0,28,49,6,15,8,11,11,34,16,22,4,3,18,28,49,2,22,12,11,7,12,7,6,10,1,13,10,2,1,-8,,,,0
2019,138,1437,61,1345,87,N,0,29,54,16,30,13,16,12,30,19,12,3,2,13,29,54,11,38,10,16,9,15,7,10,7,0,15,6,3,1,-3,,,,0
2019,139,1416,76,1181,77,N,0,30,67,10,25,7,12,13,23,15,8,8,3,18,30,67,9,18,15,12,7,27,16,11,5,5,16,9,1,1,-8,,,,0
2019,139,1326,59,1222,74,N,0,26,56,5,19,17,25,9,28,10,6,12,2,20,26,56,10,29,11,25,6,25,12,14,4,0,20,11,3,1,-8,,,,0
2019,139,1449,59,1314,81,N,0,32,63,9,21,8,10,15,33,18,15,5,1,13,32,63,9,29,4,10,8,16,8,12,7,6,10,9,1,1,-8,,,,0
2019,139,1414,54,1332,73,N,0,27,59,13,25,6,8,13,18,14,7,7,8,15,27,59,5,18,9,8,13,21,6,15,2,3,12,13,12,1,-1,,,,0
2019,139,1234,77,1397,83,N,1,28,60,8,20,19,23,13,28,12,17,6,5,23,28,60,7,21,24,23,13,21,8,12,6,3,21,10,2,1,-8,,,,0
2019,139,1138,58,1403,78,N,0,27,56,5,16,19,25,15,30,11,14,8,3,18,27,56,9,27,11,25,13,19,11,16,7,1,22,6,3,1,-3,,,,0
2019,139,1328,51,1438,63,N,0,27,56,7,24,2,5,8,28,10,6,6,6,11,27,56,8,22,5,5,6,23,9,7,3,1,10,9,1,1,-8,,,,0
2019,139,1251,58,1439,67,N,0,24,57,7,16,12,16,8,26,11,7,10,1,14,24,57,10,31,12,16,4,29,11,12,2,4,15,12,4,1,-8,,,,0
2019,143,1199,58,1211,72,N,0,25,62,7,19,15,20,13,32,11,14,6,6,16,25,62,3,20,7,20,7,29,10,14,9,6,20,4,1,1,-3,,,,0
2019,143,1397,94,1345,99,N,1,34,63,15,31,16,33,11,32,16,8,4,5,23,34,63,12,24,14,33,11,27,16,7,5,5,26,2,3,1,1,,,,0
2019,143,1276,44,1403,63,N,0,24,55,6,19,9,10,6,25,12,8,8,4,17,24,55,1,19,11,10,9,26,9,14,5,2,13,2,3,1,1,,,,0
2019,143,1332,49,1438,53,N,0,20,56,9,33,4,5,11,23,14,8,4,2,13,20,56,9,25,6,5,6,25,8,11,5,1,14,12,1,1,-11,,,,0
2019,144,1314,80,1120,97,N,0,36,66,17,37,8,17,10,26,21,11,8,6,17,36,66,7,28,17,17,14,26,16,14,7,2,16,1,5,1,4,,,,0
2019,144,1439,73,1181,75,N,0,31,56,6,20,7,10,8,22,22,11,6,6,15,31,56,9,26,14,10,17,19,19,11,4,3,15,4,1,1,-3,,,,0
2019,144,1222,58,1246,62,N,0,22,46,4,12,14,19,10,24,11,13,4,2,13,22,46,7,20,9,19,7,14,11,7,6,1,23,3,2,1,-1,,,,0
2019,144,1261,63,1277,80,N,0,31,66,13,32,5,8,15,26,22,7,4,6,10,31,66,6,21,9,8,14,20,8,9,4,0,10,3,2,1,-1,,,,0
2019,145,1211,69,1403,75,N,0,25,57,9,23,16,19,7,22,11,13,9,7,14,25,57,7,26,12,19,12,25,15,16,8,4,16,1,3,1,2,,,,0
2019,145,1345,75,1438,80,N,1,27,65,9,27,17,20,17,22,14,5,6,4,14,27,65,14,32,7,20,8,23,9,9,1,5,17,3,1,1,-2,,,,0
2019,146,1246,71,1120,77,N,1,26,65,7,23,18,24,12,25,8,9,10,7,21,26,65,5,21,12,24,11,30,14,14,5,5,19,2,5,1,3,,,,0
2019,146,1181,67,1277,68,N,0,30,70,6,19,2,6,11,20,18,7,11,3,11,30,70,7,21,8,6,13,29,14,17,4,9,9,1,2,1,1,,,,0
2019,152,1277,51,1403,61,N,0,22,51,9,23,8,13,3,27,8,7,4,4,18,22,51,7,24,14,13,8,28,6,11,1,2,15,2,3,1,1,,,,0
2019,152,1120,62,1438,63,N,0,25,51,7,19,6,12,5,26,15,8,1,9,12,25,51,9,31,11,12,9,24,9,5,3,3,12,5,1,1,-4,,,,0
2019,154,1403,77,1438,85,N,1,27,59,11,24,20,23,11,28,15,11,4,3,15,27,59,10,30,13,23,9,23,9,8,6,3,18,3,1,1,-2,,,,0
2021,136,1455,52,1179,53,N,0,20,53,7,19,6,10,5,27,13,11,4,5,16,20,53,3,18,11,10,10,23,7,8,7,7,13,11,11,1,0,,,,0
2021,136,1111,53,1313,54,N,0,20,58,7,18,7,9,5,24,10,9,10,4,14,20,58,6,36,15,9,12,30,7,12,5,10,8,16,16,1,0,,,,0
2021,136,1291,52,1411,60,N,0,22,57,6,14,10,19,9,26,9,5,2,2,14,22,57,6,22,8,19,4,29,9,9,1,7,12,16,16,1,0,,,,0
2021,136,1277,80,1417,86,N,1,31,67,9,18,15,20,11,18,13,8,2,3,15,31,67,6,18,16,20,10,21,16,11,2,6,19,11,11,1,0,,,,0
2021,137,1159,68,1116,85,N,0,29,65,5,16,22,29,10,25,11,10,13,4,15,29,65,12,27,10,29,8,28,17,22,5,2,24,14,3,1,-11,,,,0
2021,137,1216,55,1124,79,N,0,31,75,11,33,6,10,14,28,16,10,15,6,16,31,75,5,22,12,10,4,26,11,24,5,7,15,16,1,1,-15,,,,0
2021,137,1439,70,1196,75,N,1,26,46,5,13,18,27,5,30,9,15,5,3,19,26,46,7,23,15,27,6,16,11,11,6,2,24,10,7,1,-3,,,,0
2021,137,1156,56,1222,87,N,0,29,61,7,25,22,29,15,19,12,9,7,7,17,29,61,6,15,16,29,5,14,8,14,6,4,25,15,2,1,-13,,,,0
2021,137,1180,49,1228,78,N,0,36,63,2,7,4,8,5,33,19,5,5,3,11,36,63,7,20,4,8,6,23,10,9,2,3,10,16,1,1,-15,,,,0
2021,137,1210,60,1260,71,N,0,25,53,11,27,10,15,12,17,18,9,5,0,9,25,53,3,10,3,15,1,15,10,12,6,5,19,9,8,1,-1,,,,0
2021,137,1345,69,1317,78,N,1,28,59,9,21,13,15,6,22,14,5,4,3,18,28,59,9,30,10,15,18,19,13,11,2,6,18,4,13,1,9,,,,0
2021,137,1251,60,1329,69,N,0,23,57,3,15,20,29,11,24,5,13,9,7,17,23,57,8,21,10,29,4,26,12,16,7,7,22,13,4,1,-9,,,,0
2021,137,1326,72,1331,75,N,1,25,70,11,35,14,18,8,22,13,6,10,1,16,25,70,5,23,9,18,10,34,15,16,2,5,17,2,15,1,13,,,,0
2021,137,1397,56,1333,70,N,0,27,56,10,21,6,10,10,30,20,14,5,6,13,27,56,5,26,9,10,13,20,10,10,8,2,16,5,12,1,7,,,,0
2021,137,1155,56,1353,60,N,0,23,58,8,30,6,9,12,24,11,13,6,5,13,23,58,6,19,8,9,8,18,14,10,6,3,13,7,10,1,3,,,,0
2021,137,1361,62,1393,78,N,0,26,47,15,27,11,13,4,24,14,12,0,8,15,26,47,11,40,3,13,12,18,16,4,6,1,14,6,11,1,5,,,,0
2021,137,1429,53,1403,65,N,0,26,62,7,18,6,8,6,20,15,7,8,3,14,26,62,4,19,5,8,8,26,13,22,3,9,13,11,6,1,-5,,,,0
